Symbol,Name,MarketCap,Sector,Industry
MCO,Moody&#39;s Corporation,44830635343.0,Finance,Finance: Consumer Services
MCRB,"Seres Therapeutics, Inc.",278186275.4,Health Care,Major Pharmaceuticals
MCRI,"Monarch Casino & Resort, Inc.",455530127.1,Consumer Services,Hotels/Resorts
MCS,Marcus Corporation (The),414545033.8,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation,2248075832.0,Finance,Property-Casualty Insurers
MD,"Mednax, Inc",1045040926.0,Health Care,Hospital/Nursing Management
MDB,"MongoDB, Inc.",9226719031.0,Technology,Computer Software: Prepackaged Software
MDC,"M.D.C. Holdings, Inc.",1491192642.0,Capital Goods,Homebuilding
MDCA,MDC Partners Inc.,85883017.57,Technology,Advertising
MDGL,"Madrigal Pharmaceuticals, Inc.",1356068345.0,Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd.,2258480.022,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd.,0.0,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc.,24198928.6,Consumer Services,Broadcasting
MDJH,MDJM LTD,34340419.0,Finance,Real Estate
MDLA,"Medallia, Inc.",2907465084.0,Technology,"Computer Software: Programming, Data Processing"
MDLQ,Medley LLC,0.0,Finance,Investment Managers
MDLX,Medley LLC,0.0,Finance,Investment Managers
MDLY,Medley Management Inc.,15759409.11,Finance,Investment Managers
MDLZ,"Mondelez International, Inc.",76474349016.0,Consumer Non-Durables,Packaged Foods
MDP,Meredith Corporation,590331929.9,Consumer Services,Newspapers/Magazines
MDRR,"Medalist Diversified REIT, Inc.",6624211.9679999985,Consumer Services,Real Estate Investment Trusts
MDRRP,"Medalist Diversified REIT, Inc.",0.0,Consumer Services,Real Estate Investment Trusts
MDRX,"Allscripts Healthcare Solutions, Inc.",1071759444.0,Technology,EDP Services
MDT,Medtronic plc,136080000000.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,"MDU Resources Group, Inc.",4363364748.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDWD,MediWound Ltd.,51413282.55,Consumer Durables,Specialty Chemicals
MEC,"Mayville Engineering Company, Inc.",106022693.3,Capital Goods,Industrial Specialties
MED,MEDIFAST INC,756381750.7,Consumer Non-Durables,Packaged Foods
MEDP,"Medpace Holdings, Inc.",3072531053.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,"Trxade Group, Inc.",49640163.5,Health Care,Other Pharmaceuticals
MEET,"The Meet Group, Inc.",437907334.5,Consumer Services,Advertising
MEI,"Methode Electronics, Inc.",1012597595.0,Capital Goods,Electrical Products
MEIP,"MEI Pharma, Inc.",252276851.3,Health Care,Major Pharmaceuticals
MELI,"MercadoLibre, Inc.",29907497326.0,Miscellaneous,Business Services
MEOH,Methanex Corporation,976833745.6,Basic Industries,Major Chemicals
MERC,Mercer International Inc.,518105721.5,Basic Industries,Paper
MESA,"Mesa Air Group, Inc.",100273747.4,Transportation,Air Freight/Delivery Services
MESO,Mesoblast Limited,54808236.15,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,"MetLife, Inc.",29810203711.0,Finance,Life Insurance
METC,"Ramaco Resources, Inc.",113431984.8,Energy,Coal Mining
METX,Meten EdtechX Education Group Ltd.,684996888.6,Finance,Business Services
MFA,"MFA Financial, Inc.",761232719.5,Consumer Services,Real Estate Investment Trusts
MFAC,Megalith Financial Acquisition Corp.,218171054.4,Finance,Business Services
MFC,Manulife Financial Corp,23506299959.0,Finance,Life Insurance
MFG,"Mizuho Financial Group, Inc.",28911249528.0,Finance,Major Banks
MFGP,Micro Focus Intl PLC,1649720324.0,Technology,Computer Software: Prepackaged Software
MFH,JMU Limited,2172550.775,Technology,EDP Services
MFIN,Medallion Financial Corp.,56311109.12,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,0.0,Finance,Finance: Consumer Services
MFNC,Mackinac Financial Corporation,105938503.3,Finance,Major Banks
MFO,"MFA Financial, Inc.",0.0,Consumer Services,Real Estate Investment Trusts
MFSF,MutualFirst Financial Inc.,209603655.6,Finance,Major Banks
MG,Mistras Group Inc,92912000.0,Consumer Services,Military/Government/Technical
MGA,"Magna International, Inc.",10768718479.0,Capital Goods,Auto Parts:O.E.M.
MGEE,MGE Energy Inc.,2366462936.0,Energy,Electric Utilities: Central
MGEN,"Miragen Therapeutics, Inc.",29213772.34,Health Care,Medical Specialities
MGI,"Moneygram International, Inc.",88803551.2,Miscellaneous,Business Services
MGIC,Magic Software Enterprises Ltd.,424697539.8,Technology,Computer Software: Prepackaged Software
MGLN,"Magellan Health, Inc.",1275177721.0,Health Care,Hospital/Nursing Management
MGM,MGM Resorts International,6666108662.0,Consumer Services,Hotels/Resorts
MGNX,"MacroGenics, Inc.",343918050.0,Health Care,Major Pharmaceuticals
MGP,MGM Growth Properties LLC,7822697180.0,Consumer Services,Real Estate Investment Trusts
MGPI,"MGP Ingredients, Inc.",590153730.2,Consumer Non-Durables,Beverages (Production/Distribution)
MGR,"Affiliated Managers Group, Inc.",0.0,Finance,Investment Managers
MGRC,McGrath RentCorp,1236195998.0,Technology,Diversified Commercial Services
MGTA,"Magenta Therapeutics, Inc.",335856021.6,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,500355478.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Magnolia Oil & Gas Corporation,986331408.9,Energy,Oil & Gas Production
MGYR,"Magyar Bancorp, Inc.",51397187.18,Finance,Savings Institutions
MHH,"Mastech Digital, Inc",151024651.0,Consumer Services,Professional Services
MHK,"Mohawk Industries, Inc.",5427102773.0,Consumer Durables,Home Furnishings
MHLA,"Maiden Holdings, Ltd.",0.0,Finance,Property-Casualty Insurers
MHLD,"Maiden Holdings, Ltd.",75013513.08,Finance,Property-Casualty Insurers
MHNC,"Maiden Holdings, Ltd.",0.0,Finance,Property-Casualty Insurers
MHO,"M/I Homes, Inc.",494777425.0,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation ,2077451051.0,Energy,Oil Refining/Marketing
MICT,"MICT, Inc.",11533113.28,Capital Goods,Electrical Products
MIDD,The Middleby Corporation,2728571152.0,Technology,Industrial Machinery/Components
MIK,"The Michaels Companies, Inc.",320125727.5,Consumer Services,Recreational Products/Toys
MIME,Mimecast Limited,2266187383.0,Technology,Computer Software: Prepackaged Software
MIND,"Mitcham Industries, Inc.",12040693.78,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",12361020.0,Technology,Diversified Commercial Services
MINI,"Mobile Mini, Inc.",1071423855.0,Capital Goods,Metal Fabrications
MIRM,"Mirum Pharmaceuticals, Inc.",381484554.7,Health Care,Major Pharmaceuticals
MIST,Milestone Pharmaceuticals Inc.,56486781.0,Health Care,Major Pharmaceuticals
MITK,"Mitek Systems, Inc.",329254233.4,Technology,Computer peripheral equipment
MITO,Stealth BioTherapeutics Corp.,18197213.58,Health Care,Major Pharmaceuticals
MIXT,MiX Telematics Limited,195796440.0,Technology,Computer Software: Prepackaged Software
MJCO,Majesco,231311000.4,Technology,Computer Software: Prepackaged Software
MKC,"McCormick & Company, Incorporated",20748955463.0,Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",0.0,Consumer Non-Durables,Packaged Foods
MKD,Molecular Data Inc.,19882350.0,Miscellaneous,Business Services
MKGI,"Monaker Group, Inc.",10694865.85,Consumer Services,Transportation Services
MKL,Markel Corporation,12786112990.0,Finance,Property-Casualty Insurers
MKSI,"MKS Instruments, Inc.",4990005662.0,Capital Goods,Industrial Machinery/Components
MKTX,"MarketAxess Holdings, Inc.",16327886520.0,Finance,Investment Bankers/Brokers/Service
MLAB,"Mesa Laboratories, Inc.",969369802.4,Capital Goods,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited,3051282606.0,Consumer Services,Hotels/Resorts
MLHR,"Herman Miller, Inc.",1133677197.0,Consumer Durables,Office Equipment/Supplies/Services
MLI,"Mueller Industries, Inc.",1375740958.0,Capital Goods,Metal Fabrications
MLM,"Martin Marietta Materials, Inc.",11722788700.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLND,"Millendo Therapeutics, Inc. ",27582482.95,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",6996008053.0,Technology,Semiconductors
MLP,"Maui Land & Pineapple Company, Inc.",195081230.4,Finance,Real Estate
MLR,"Miller Industries, Inc.",301218409.9,Capital Goods,Construction/Ag Equipment/Trucks
MLSS,"Milestone Scientific, Inc.",91588701.78,Health Care,Industrial Specialties
MLVF,"Malvern Bancorp, Inc.",85858146.24,Finance,Savings Institutions
MMAC,"MMA Capital Holdings, Inc.",134022187.5,Finance,Real Estate
MMC,"Marsh & McLennan Companies, Inc.",48272240334.0,Finance,Specialty Insurers
MMI,"Marcus & Millichap, Inc.",1096133279.0,Finance,Real Estate
MMLP,Martin Midstream Partners L.P.,51406593.48,Energy,Oil Refining/Marketing
MMM,3M Company,82647707211.0,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P.,9038370601.0,Energy,Natural Gas Distribution
MMS,"Maximus, Inc.",4128192166.0,Miscellaneous,Business Services
MMSI,"Merit Medical Systems, Inc.",2105972795.0,Health Care,Medical/Dental Instruments
MMX,Maverix Metals Inc.,468250804.5,Basic Industries,Precious Metals
MMYT,MakeMyTrip Limited,1244569385.0,Consumer Services,Transportation Services
MN,"Manning & Napier, Inc.",48809571.0,Finance,Investment Managers
MNCL,Monocle Acquisition Corporation,226810400.0,Consumer Durables,Industrial Specialties
MNCLU,Monocle Acquisition Corporation,0.0,Consumer Durables,Industrial Specialties
MNCLW,Monocle Acquisition Corporation,0.0,Consumer Durables,Industrial Specialties
MNDO,MIND C.T.I. Ltd.,35117015.39,Technology,EDP Services
MNK,Mallinckrodt plc,292200038.9,Health Care,Major Pharmaceuticals
MNKD,MannKind Corporation,262148153.4,Health Care,Major Pharmaceuticals
MNLO,Menlo Therapeutics Inc.,80652000.0,Health Care,Major Pharmaceuticals
MNOV,"MediciNova, Inc.",231208665.2,Health Care,Major Pharmaceuticals
MNPR,Monopar Therapeutics Inc.,86246864.2,Health Care,Major Pharmaceuticals
MNR,Monmouth Real Estate Investment Corporation,1218702738.0,Consumer Services,Real Estate Investment Trusts
MNRL,"Brigham Minerals, Inc.",520525007.9,Energy,Oil & Gas Production
MNRO,"Monro, Inc. ",1567997510.0,Consumer Services,Automotive Aftermarket
MNSB,"MainStreet Bancshares, Inc.",116469257.1,Finance,Major Banks
MNST,Monster Beverage Corporation,32954685196.0,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,"Momenta Pharmaceuticals, Inc.",3700045432.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNTX,"Manitex International, Inc.",75707270.4,Technology,Industrial Machinery/Components
MO,Altria Group,72606440026.0,Consumer Non-Durables,Farming/Seeds/Milling
MOBL,"MobileIron, Inc.",559401895.4,Technology,Computer Software: Prepackaged Software
MOD,Modine Manufacturing Company,199674343.5,Capital Goods,Auto Parts:O.E.M.
MODN,"Model N, Inc.",847356050.3,Technology,"Computer Software: Programming, Data Processing"
MOFG,"MidWestOne Financial Group, Inc.",296608927.1,Finance,Major Banks
MOGO,Mogo Inc.,27585958.95,Finance,Finance: Consumer Services
MOGU,MOGU Inc.,109120556.8,Miscellaneous,Business Services
MOH,Molina Healthcare Inc,9997062699.0,Health Care,Medical Specialities
MOHO,ECMOHO Limited,22720500.0,Consumer Services,Catalog/Specialty Distribution
MOMO,Momo Inc.,3693022893.0,Technology,Computer Software: Prepackaged Software
MOR,MorphoSys AG,217916631.8,Health Care,Major Pharmaceuticals
MORF,"Morphic Holding, Inc.",463959189.6,Health Care,Major Pharmaceuticals
MORN,"Morningstar, Inc.",5684831448.0,Finance,Investment Managers
MOS,Mosaic Company (The),4222285930.0,Basic Industries,Agricultural Chemicals
MOSY,"MoSys, Inc.",3402332.64,Technology,Semiconductors
MOTS,"Motus GI Holdings, Inc.",19273168.57,Health Care,Medical/Dental Instruments
MOV,Movado Group Inc.,216277729.1,Consumer Non-Durables,Consumer Specialties
MOXC,"Moxian, Inc.",14110917.52,Technology,"Computer Software: Programming, Data Processing"
MPAA,"Motorcar Parts of America, Inc.",216770292.9,Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp,137391195.6,Finance,Major Banks
MPC,Marathon Petroleum Corporation,16152515705.0,Energy,Integrated oil Companies
MPLX,MPLX LP,14976584490.0,Energy,Natural Gas Distribution
MPV,Barings Participation Investors,184846875.0,Consumer Services,Miscellaneous
MPW,"Medical Properties Trust, Inc.",8621346981.0,Consumer Services,Real Estate Investment Trusts
MPWR,"Monolithic Power Systems, Inc.",8217026460.0,Technology,Semiconductors
MPX,Marine Products Corporation,274525886.1,Capital Goods,Marine Transportation
MR,Montage Resources Corporation,172685600.2,Energy,Oil & Gas Production
MRAM,"Everspin Technologies, Inc.",49951327.4,Technology,Semiconductors
MRC,MRC Global Inc.,320063027.7,Capital Goods,Industrial Machinery/Components
MRCY,Mercury Systems Inc,4342589791.0,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc,6007368.84,Health Care,Major Pharmaceuticals
MRIN,Marin Software Incorporated,8741986.56,Technology,EDP Services
MRK,"Merck & Company, Inc.",209835000000.0,Health Care,Major Pharmaceuticals
MRKR,"Marker Therapeutics, Inc.",98648946.64,Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp.,76637870.73,Finance,Major Banks
MRNA,"Moderna, Inc.",17006179026.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,"Marinus Pharmaceuticals, Inc.",162205735.5,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation,3327658189.0,Energy,Oil & Gas Production
MRSN,"Mersana Therapeutics, Inc.",510126384.3,Health Care,Major Pharmaceuticals
MRTN,"Marten Transport, Ltd.",1170847920.0,Transportation,Trucking Freight/Courier Services
MRTX,"Mirati Therapeutics, Inc.",4147160743.0,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,374138764.5,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Group Ltd.,17392421341.0,Technology,Semiconductors
MS,Morgan Stanley,60438065087.0,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporporated,4002407063.0,Health Care,Industrial Specialties
MSB,Mesabi Trust,164131325.1,Basic Industries,Precious Metals
MSBF,MSB Financial Corp.,56256316.9,Finance,Savings Institutions
MSBI,"Midland States Bancorp, Inc.",375593272.8,Finance,Major Banks
MSC,Studio City International Holdings Limited,1375192770.0,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc,27370498763.0,Miscellaneous,Business Services
MSEX,Middlesex Water Company,1020547777.0,Public Utilities,Water Supply
MSFT,Microsoft Corporation,1331510000000.0,Technology,Computer Software: Prepackaged Software
MSGN,MSG Networks Inc.,666041627.3,Consumer Services,Television Services
MSI,"Motorola Solutions, Inc.",27299595691.0,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,"MSC Industrial Direct Company, Inc.",3196185581.0,Capital Goods,Industrial Machinery/Components
MSN,Emerson Radio Corporation,14132245.08,Consumer Non-Durables,Consumer Electronics/Appliances
MSON,"MISONIX, Inc.",196345106.1,Capital Goods,Medical Specialities
MSTR,MicroStrategy Incorporated,1239259699.0,Technology,Computer Software: Prepackaged Software
MSVB,"Mid-Southern Bancorp, Inc.",40777182.72,Finance,Savings Institutions
MT,ArcelorMittal,9513546557.0,Basic Industries,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd.,193389735.7,Basic Industries,Precious Metals
MTB,M&T Bank Corporation,13722788112.0,Finance,Major Banks
MTBC,"MTBC, Inc.",82099403.52,Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",23604194.6,Technology,Computer Software: Prepackaged Software
MTCH,"Match Group, Inc.",22628759964.0,Technology,"Computer Software: Programming, Data Processing"
MTD,"Mettler-Toledo International, Inc.",16969335368.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company,374187738.7,Energy,Oil & Gas Production
MTEM,"Molecular Templates, Inc.",748625297.6,Health Care,Major Pharmaceuticals
MTEX,"Mannatech, Incorporated",26759107.2,Consumer Durables,Specialty Chemicals
MTG,MGIC Investment Corporation,1983806865.0,Finance,Property-Casualty Insurers
MTH,Meritage Corporation,1475700187.0,Capital Goods,Homebuilding
MTL,Mechel PAO,451517061.2,Basic Industries,Steel/Iron Ore
MTLS,Materialise NV,337355468.4,Technology,Computer Software: Prepackaged Software
MTN,"Vail Resorts, Inc.",6367901373.0,Consumer Services,Services-Misc. Amusement & Recreation
MTNB,"Matinas Biopharma Holdings, Inc.",146434862.9,Health Care,Major Pharmaceuticals
MTOR,"Meritor, Inc.",1127127881.0,Capital Goods,Auto Parts:O.E.M.
MTP,Midatech Pharma PLC,920750.4,Health Care,Major Pharmaceuticals
MTR,Mesa Royalty Trust,9159544.85,Energy,Oil & Gas Production
MTRN,Materion Corporation,864059639.8,Capital Goods,Industrial Specialties
MTRX,Matrix Service Company,240628515.4,Basic Industries,Engineering & Construction
MTSC,MTS Systems Corporation,329799088.8,Capital Goods,Industrial Machinery/Components
MTSI,"MACOM Technology Solutions Holdings, Inc.",1607038564.0,Technology,Semiconductors
MTSL,MER Telemanagement Solutions Ltd.,3756904.32,Public Utilities,Telecommunications Equipment
MTW,"Manitowoc Company, Inc. (The)",277285643.3,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc.,1258362722.0,Basic Industries,Major Chemicals
MTZ,"MasTec, Inc.",2415469931.0,Basic Industries,Water Supply
MU,"Micron Technology, Inc.",48268872660.0,Technology,Semiconductors
MUDS,Mudrick Capital Acquisition Corporation,124846749.0,Basic Industries,Precious Metals
MUDSU,Mudrick Capital Acquisition Corporation,0.0,Basic Industries,Precious Metals
MUDSW,Mudrick Capital Acquisition Corporation,0.0,Basic Industries,Precious Metals
MUFG,Mitsubishi UFJ Financial Group Inc,49051173939.0,Finance,Commercial Banks
MUR,Murphy Oil Corporation,1214762066.0,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,3336066721.0,Consumer Durables,Automotive Aftermarket
MUX,McEwen Mining Inc.,404402409.3,Basic Industries,Precious Metals
MVBF,MVB Financial Corp.,149334862.5,Finance,Major Banks
MVIS,"Microvision, Inc.",32505353.71,Capital Goods,Industrial Machinery/Components
MVO,MV Oil Trust,34040000.0,Energy,Oil & Gas Production
MWA,Mueller Water Products Inc,1370170932.0,Capital Goods,Metal Fabrications
MWK,"Mohawk Group Holdings, Inc.",45656116.02,Consumer Durables,Home Furnishings
MX,MagnaChip Semiconductor Corporation,380726353.3,Technology,Semiconductors
MXC,Mexco Energy Corporation,4508766.86,Energy,Oil & Gas Production
MXIM,"Maxim Integrated Products, Inc.",13960006615.0,Technology,Semiconductors
MXL,"MaxLinear, Inc",1069133683.0,Technology,Semiconductors
MYE,"Myers Industries, Inc.",373322153.6,Consumer Non-Durables,Plastic Products
MYFW,"First Western Financial, Inc.",107202801.1,Finance,Major Banks
MYGN,"Myriad Genetics, Inc.",1133161687.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYL,Mylan N.V.,8186570218.0,Health Care,Major Pharmaceuticals
MYO,Myomo Inc.,11030088.16,Health Care,Industrial Specialties
MYOK,"MyoKardia, Inc.",3067864818.0,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,11834536.57,Health Care,Major Pharmaceuticals
MYOV,Myovant Sciences Ltd.,1037949904.0,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",410596824.8,Basic Industries,Water Supply
MYSZ,"My Size, Inc.",6189668.38,Technology,Computer Software: Prepackaged Software
MYT,"Urban Tea, Inc.",13090157.0,Basic Industries,Major Chemicals
NAII,"Natural Alternatives International, Inc.",50193737.76,Consumer Durables,Specialty Chemicals
NAK,"Northern Dynasty Minerals, Ltd.",242330484.2,Basic Industries,Precious Metals
NAKD,Naked Brand Group Limited,1855410.04,Consumer Non-Durables,Apparel
NAOV,"NanoVibronix, Inc.",8551226.88,Health Care,Industrial Specialties
NAT,Nordic American Tankers Limited,706707043.2,Consumer Services,Marine Transportation
NATH,"Nathan&#39;s Famous, Inc.",237799780.8,Consumer Services,Restaurants
NATI,National Instruments Corporation,4797539785.0,Technology,Computer Software: Prepackaged Software
NATR,"Nature&#39;s Sunshine Products, Inc.",155005876.0,Health Care,Major Pharmaceuticals
NAV,Navistar International Corporation,1931118680.0,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,0.0,Capital Goods,Auto Manufacturing
NAVB,"Navidea Biopharmaceuticals, Inc.",14920864.93,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation,1368327108.0,Finance,Investment Bankers/Brokers/Service
NBACU,Newborn Acquisition Corp.,51660000.0,Finance,Business Services
NBEV,New Age Beverages Corporation,137553644.1,Consumer Non-Durables,Beverages (Production/Distribution)
NBHC,National Bank Holdings Corporation,707905362.0,Finance,Major Banks
NBIX,"Neurocrine Biosciences, Inc.",9429169711.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBL,Noble Energy Inc.,3327373748.0,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,367275399.9,Energy,Natural Gas Distribution
NBN,Northeast Bank,98938502.09,Finance,Major Banks
NBR,Nabors Industries Ltd.,115108405.3,Energy,Oil & Gas Production
NBRV,Nabriva Therapeutics plc,48258017.64,Health Care,Major Pharmaceuticals
NBSE,"NeuBase Therapeutics, Inc. ",139548706.3,Health Care,Major Pharmaceuticals
NBTB,NBT Bancorp Inc.,1364722903.0,Finance,Major Banks
NBY,"NovaBay Pharmaceuticals, Inc.",36133627.56,Health Care,Major Pharmaceuticals
NC,"NACCO Industries, Inc.",183691514.2,Consumer Durables,Consumer Electronics/Appliances
NCBS,Nicolet Bankshares Inc.,553468678.6,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd.,2449697196.0,Consumer Services,Marine Transportation
NCLH,Norwegian Cruise Line Holdings Ltd.,2449697196.0,Consumer Services,Marine Transportation
NCMI,"National CineMedia, Inc.",242444526.6,Consumer Services,Advertising
NCNA,NuCana plc,90705285.75,Health Care,Major Pharmaceuticals
NCR,NCR Corporation,2398099459.0,Miscellaneous,Office Equipment/Supplies/Services
NCSM,"NCS Multistage Holdings, Inc.",27334179.02,Energy,Oilfield Services/Equipment
NCTY,The9 Limited,10235760.39,Miscellaneous,Business Services
NDAQ,"Nasdaq, Inc.",18042101264.0,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company,225082395.3,Consumer Services,Restaurants
NDRA,ENDRA Life Sciences Inc.,10925376.19,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,0.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation,8786968269.0,Capital Goods,Industrial Machinery/Components
NE,Noble Corporation,50064946.34,Energy,Oil & Gas Production
NEBU,Nebula Acquisition Corporation,350968750.0,Finance,Business Services
NEBUU,Nebula Acquisition Corporation,0.0,Finance,Business Services
NEBUW,Nebula Acquisition Corporation,0.0,Finance,Business Services
NEE,"NextEra Energy, Inc.",116294000000.0,Public Utilities,Electric Utilities: Central
NEM,Newmont Corporation,48197328609.0,Basic Industries,Precious Metals
NEN,New England Realty Associates Limited Partnership,159033346.5,Consumer Services,Building operators
NEO,"NeoGenomics, Inc.",3005183942.0,Health Care,Precision Instruments
NEOG,Neogen Corporation,3418568856.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc.,22836173.46,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",45783569.49,Health Care,Major Pharmaceuticals
NEP,"NextEra Energy Partners, LP",2939647269.0,Public Utilities,Electric Utilities: Central
NEPH,"Nephros, Inc.",81599777.5,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc.,180617239.5,Health Care,Major Pharmaceuticals
NERV,"Minerva Neurosciences, Inc",271004215.9,Health Care,Major Pharmaceuticals
NES,"Nuverra Environmental Solutions, Inc.",21386212.17,Energy,Oilfield Services/Equipment
NESR,National Energy Services Reunited Corp.,383624071.6,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,0.0,Energy,Oilfield Services/Equipment
NET,"Cloudflare, Inc.",7923006762.0,Technology,Computer Software: Prepackaged Software
NETE,"Net Element, Inc.",8188951.32,Technology,EDP Services
NEU,NewMarket Corporation,4381486220.0,Basic Industries,Major Chemicals
NEW,Puxin Limited,357699325.3,Consumer Services,Other Consumer Services
NEWA,"Newater Technology, Inc.",24907178.7,Basic Industries,Miscellaneous
NEWR,"New Relic, Inc.",2965611699.0,Technology,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc.,381616220.0,Energy,Oilfield Services/Equipment
NEXA,Nexa Resources S.A.,496644791.3,Basic Industries,Precious Metals
NEXT,NextDecade Corporation,215090999.2,Public Utilities,Oil & Gas Production
NFBK,"Northfield Bancorp, Inc.",506638830.8,Finance,Savings Institutions
NFE,New Fortress Energy LLC,1909587725.0,Public Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company,3553324863.0,Public Utilities,Oil/Gas Transmission
NFH,New Frontier Health Corporation,1018016595.0,Finance,Business Services
NFIN,Netfin Acquisition Corp.,321121640.0,Finance,Business Services
NFINU,Netfin Acquisition Corp.,231577600.0,Finance,Business Services
NFINW,Netfin Acquisition Corp.,0.0,Finance,Business Services
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",986884458.2,Finance,Finance: Consumer Services
NFLX,"Netflix, Inc.",191974000000.0,Consumer Services,Consumer Electronics/Video Chains
NG,Novagold Resources Inc.,3792040469.0,Basic Industries,Precious Metals
NGD,New Gold Inc.,505007553.9,Basic Industries,Precious Metals
NGG,"National Grid Transco, PLC",39019370768.0,Public Utilities,Natural Gas Distribution
NGHC,National General Holdings Corp,1889843514.0,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,4416000.0,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,3687750.0,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,47740000.0,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,0.0,Finance,Property-Casualty Insurers
NGL,NGL ENERGY PARTNERS LP,388897185.2,Energy,Oil Refining/Marketing
NGM,"NGM Biopharmaceuticals, Inc.",1050320130.0,Health Care,Major Pharmaceuticals
NGS,"Natural Gas Services Group, Inc.",63701028.44,Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",208031593.5,Consumer Services,Food Chains
NGVT,Ingevity Corporation,1601345956.0,Basic Industries,Major Chemicals
NH,"NantHealth, Inc.",231195127.0,Technology,EDP Services
NHC,National HealthCare Corporation,1100281533.0,Health Care,Hospital/Nursing Management
NHI,"National Health Investors, Inc.",2274024602.0,Consumer Services,Real Estate Investment Trusts
NHLD,National Holdings Corporation,19406187.36,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,0.0,Finance,Investment Bankers/Brokers/Service
NHTC,Natural Health Trends Corp.,42491845.08,Consumer Durables,Consumer Specialties
NI,"NiSource, Inc",9750774128.0,Public Utilities,Power Generation
NI^B,"NiSource, Inc",0.0,Public Utilities,Power Generation
NICE,NICE Ltd,7449953509.0,Technology,Computer Software: Prepackaged Software
NICK,"Nicholas Financial, Inc.",44279500.0,Finance,Finance Companies
NINE,"Nine Energy Service, Inc.",25006297.3,Energy,Oilfield Services/Equipment
